表層形, 品詞, 品詞細分類1, 品詞細分類2, 品詞細分類3, 活用型, 活用形, 原形, 読み, 発音
硝子,名詞,一般,*,*,*,*,硝子,ガラス,ガラス
戸,名詞,一般,*,*,*,*,戸,ト,ト
の,助詞,連体化,*,*,*,*,の,ノ,ノ
裏側,名詞,一般,*,*,*,*,裏側,ウラガワ,ウラガワ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
金,名詞,固有名詞,人名,姓,*,*,金,キム,キム
文字,名詞,一般,*,*,*,*,文字,モジ,モジ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
かう,動詞,自立,*,*,五段・ワ行促音便,基本形,かう,カウ,カウ
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
ゐ,動詞,自立,*,*,一段,連用形,ゐる,ヰ,イ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
ことに,副詞,一般,*,*,*,*,ことに,コトニ,コトニ
肥,名詞,一般,*,*,*,*,肥,コエ,コエ
つたお,動詞,自立,*,*,五段・ワ行促音便,未然ウ接続,つたう,ツタオ,ツタオ
方,名詞,接尾,特殊,*,*,*,方,カタ,カタ
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
若い,形容詞,自立,*,*,形容詞・アウオ段,基本形,若い,ワカイ,ワカイ
お方,名詞,一般,*,*,*,*,お方,オカタ,オカタ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
大,接頭詞,名詞接続,*,*,*,*,大,ダイ,ダイ
歓迎,名詞,サ変接続,*,*,*,*,歓迎,カンゲイ,カンゲイ
いたし,動詞,非自立,*,*,五段・サ行,連用形,いたす,イタシ,イタシ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
」,記号,括弧閉,*,*,*,*,」,」,」
二,名詞,数,*,*,*,*,二,ニ,ニ
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
大,接頭詞,名詞接続,*,*,*,*,大,ダイ,ダイ
歓迎,名詞,サ変接続,*,*,*,*,歓迎,カンゲイ,カンゲイ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
いふ,動詞,自立,*,*,四段・ハ行,基本形,いふ,イフ,ユウ
ので,助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ
、,記号,読点,*,*,*,*,、,、,、
もう,副詞,一般,*,*,*,*,もう,モウ,モー
大,接頭詞,名詞接続,*,*,*,*,大,ダイ,ダイ
よろこび,動詞,自立,*,*,五段・バ行,連用形,よろこぶ,ヨロコビ,ヨロコビ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
君,名詞,代名詞,一般,*,*,*,君,キミ,キミ
、,記号,読点,*,*,*,*,、,、,、
ぼく,名詞,代名詞,一般,*,*,*,ぼく,ボク,ボク
ら,名詞,接尾,一般,*,*,*,ら,ラ,ラ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
大,接頭詞,名詞接続,*,*,*,*,大,ダイ,ダイ
歓迎,名詞,サ変接続,*,*,*,*,歓迎,カンゲイ,カンゲイ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
あ,フィラー,*,*,*,*,*,あ,ア,ア
たつ,動詞,自立,*,*,五段・タ行,基本形,たつ,タツ,タツ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ゐる,動詞,自立,*,*,一段,基本形,ゐる,ヰル,イル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
ぼく,名詞,代名詞,一般,*,*,*,ぼく,ボク,ボク
ら,名詞,接尾,一般,*,*,*,ら,ラ,ラ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
両方,名詞,一般,*,*,*,*,両方,リョウホウ,リョーホー
兼ね,動詞,自立,*,*,一段,連用形,兼ねる,カネ,カネ
てる,動詞,非自立,*,*,一段,基本形,てる,テル,テル
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
」,記号,括弧閉,*,*,*,*,」,」,」
ずんずん,副詞,一般,*,*,*,*,ずんずん,ズンズン,ズンズン
廊下,名詞,一般,*,*,*,*,廊下,ロウカ,ローカ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
進ん,動詞,自立,*,*,五段・マ行,連用タ接続,進む,ススン,ススン
で,助詞,接続助詞,*,*,*,*,で,デ,デ
行き,動詞,非自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
と,助詞,接続助詞,*,*,*,*,と,ト,ト
、,記号,読点,*,*,*,*,、,、,、
こんど,名詞,副詞可能,*,*,*,*,こんど,コンド,コンド
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
水,名詞,一般,*,*,*,*,水,ミズ,ミズ
いろ,動詞,自立,*,*,一段,命令ｒｏ,いる,イロ,イロ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ペンキ,名詞,一般,*,*,*,*,ペンキ,ペンキ,ペンキ
塗り,名詞,接尾,一般,*,*,*,塗り,ヌリ,ヌリ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
扉,名詞,一般,*,*,*,*,扉,トビラ,トビラ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
あり,動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
どうも,副詞,一般,*,*,*,*,どうも,ドウモ,ドーモ
変,名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
家,名詞,一般,*,*,*,*,家,イエ,イエ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
どうして,副詞,一般,*,*,*,*,どうして,ドウシテ,ドーシテ
こんなに,副詞,助詞類接続,*,*,*,*,こんなに,コンナニ,コンナニ
たくさん,名詞,副詞可能,*,*,*,*,たくさん,タクサン,タクサン
戸,名詞,一般,*,*,*,*,戸,ト,ト
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
だら,助動詞,*,*,*,特殊・ダ,未然形,だ,ダラ,ダラ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
これ,名詞,代名詞,一般,*,*,*,これ,コレ,コレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ロシア,名詞,固有名詞,地域,国,*,*,ロシア,ロシア,ロシア
式,名詞,接尾,一般,*,*,*,式,シキ,シキ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
寒い,形容詞,自立,*,*,形容詞・アウオ段,基本形,寒い,サムイ,サムイ
とこ,名詞,一般,*,*,*,*,とこ,トコ,トコ
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
山,名詞,一般,*,*,*,*,山,ヤマ,ヤマ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
みんな,名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
うさ,名詞,一般,*,*,*,*,うさ,ウサ,ウサ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
二,名詞,数,*,*,*,*,二,ニ,ニ
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
扉,名詞,一般,*,*,*,*,扉,トビラ,トビラ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
あけよ,動詞,自立,*,*,一段,未然ウ接続,あける,アケヨ,アケヨ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
と,助詞,接続助詞,*,*,*,*,と,ト,ト
、,記号,読点,*,*,*,*,、,、,、
上,名詞,一般,*,*,*,*,上,ウエ,ウエ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
黄いろ,名詞,形容動詞語幹,*,*,*,*,黄いろ,キイロ,キイロ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
字,名詞,一般,*,*,*,*,字,ジ,ジ
でかう,形容詞,自立,*,*,形容詞・アウオ段,連用ゴザイ接続,でかい,デカウ,デカー
書い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
あり,動詞,非自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
当,接頭詞,名詞接続,*,*,*,*,当,トウ,トー
軒,名詞,一般,*,*,*,*,軒,ノキ,ノキ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
注文,名詞,サ変接続,*,*,*,*,注文,チュウモン,チューモン
の,助詞,格助詞,一般,*,*,*,の,ノ,ノ
多い,形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ
料理,名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ
店,名詞,接尾,一般,*,*,*,店,テン,テン
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
どうか,副詞,一般,*,*,*,*,どうか,ドウカ,ドーカ
そこ,名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ご,接頭詞,名詞接続,*,*,*,*,ご,ゴ,ゴ
承知,名詞,サ変接続,*,*,*,*,承知,ショウチ,ショーチ
ください,動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,くださる,クダサイ,クダサイ
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
なかなか,副詞,助詞類接続,*,*,*,*,なかなか,ナカナカ,ナカナカ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
やつ,名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ
てる,動詞,非自立,*,*,一段,基本形,てる,テル,テル
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
こんな,連体詞,*,*,*,*,*,こんな,コンナ,コンナ
山,名詞,一般,*,*,*,*,山,ヤマ,ヤマ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
あさう,形容詞,自立,*,*,形容詞・アウオ段,連用ゴザイ接続,あさい,アサウ,アサー
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ
たま,名詞,一般,*,*,*,*,たま,タマ,タマ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
、,記号,読点,*,*,*,*,、,、,、
東京,名詞,固有名詞,地域,一般,*,*,東京,トウキョウ,トーキョー
の,助詞,連体化,*,*,*,*,の,ノ,ノ
大きな,連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ
料理,名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ
屋,名詞,接尾,一般,*,*,*,屋,ヤ,ヤ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
大通り,名詞,一般,*,*,*,*,大通り,オオドオリ,オードーリ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
すく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,すい,スク,スク
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
だら,助動詞,*,*,*,特殊・ダ,未然形,だ,ダラ,ダラ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
」,記号,括弧閉,*,*,*,*,」,」,」
二,名詞,数,*,*,*,*,二,ニ,ニ
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
云,名詞,一般,*,*,*,*,云,ウン,ウン
ひ,動詞,自立,*,*,一段,連用形,ひる,ヒ,ヒ
ながら,助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
、,記号,読点,*,*,*,*,、,、,、
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
扉,名詞,一般,*,*,*,*,扉,トビラ,トビラ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
あけ,動詞,自立,*,*,一段,連用形,あける,アケ,アケ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
すると,接続詞,*,*,*,*,*,すると,スルト,スルト
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
裏側,名詞,一般,*,*,*,*,裏側,ウラガワ,ウラガワ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
、,記号,読点,*,*,*,*,、,、,、
「,記号,括弧開,*,*,*,*,「,「,「
注文,名詞,サ変接続,*,*,*,*,注文,チュウモン,チューモン
はず,名詞,非自立,一般,*,*,*,はず,ハズ,ハズ
ゐ,動詞,自立,*,*,一段,連用形,ゐる,ヰ,イ
ぶん,名詞,一般,*,*,*,*,ぶん,ブン,ブン
多い,形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
せ,動詞,自立,*,*,サ変・スル,未然ヌ接続,する,セ,セ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
どうか,副詞,一般,*,*,*,*,どうか,ドウカ,ドーカ
一々,副詞,一般,*,*,*,*,一々,イチイチ,イチイチ
こらえ,動詞,自立,*,*,一段,連用形,こらえる,コラエ,コラエ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
下さい,動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,下さる,クダサイ,クダサイ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
これ,名詞,代名詞,一般,*,*,*,これ,コレ,コレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ぜんたい,名詞,副詞可能,*,*,*,*,ぜんたい,ゼンタイ,ゼンタイ
どう,副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー
いふ,動詞,自立,*,*,四段・ハ行,基本形,いふ,イフ,ユウ
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
ひとり,名詞,一般,*,*,*,*,ひとり,ヒトリ,ヒトリ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
紳士,名詞,一般,*,*,*,*,紳士,シンシ,シンシ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
顔,名詞,一般,*,*,*,*,顔,カオ,カオ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
しかめ,動詞,自立,*,*,一段,連用形,しかめる,シカメ,シカメ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
うん,感動詞,*,*,*,*,*,うん,ウン,ウン
、,記号,読点,*,*,*,*,、,、,、
これ,名詞,代名詞,一般,*,*,*,これ,コレ,コレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
き,動詞,自立,*,*,カ変・クル,連用形,くる,キ,キ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
注文,名詞,サ変接続,*,*,*,*,注文,チュウモン,チューモン
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
あまり,副詞,助詞類接続,*,*,*,*,あまり,アマリ,アマリ
多く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,多い,オオク,オーク
て,助詞,接続助詞,*,*,*,*,て,テ,テ
支度,名詞,サ変接続,*,*,*,*,支度,シタク,シタク
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
手間取る,動詞,自立,*,*,五段・ラ行,基本形,手間取る,テマドル,テマドル
けれども,助詞,接続助詞,*,*,*,*,けれども,ケレドモ,ケレドモ
ごめん,感動詞,*,*,*,*,*,ごめん,ゴメン,ゴメン
下さい,動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,下さる,クダサイ,クダサイ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
斯,名詞,一般,*,*,*,*,斯,*,*
う,感動詞,*,*,*,*,*,う,ウ,ウ
いふ,動詞,自立,*,*,四段・ハ行,基本形,いふ,イフ,ユウ
こと,名詞,非自立,一般,*,*,*,こと,コト,コト
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
さ,副詞,助詞類接続,*,*,*,*,さ,サ,サ
うだら,動詞,自立,*,*,五段・ラ行,未然形,うだる,ウダラ,ウダラ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
。,記号,句点,*,*,*,*,。,。,。
早く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,早い,ハヤク,ハヤク
どこ,名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
室,名詞,接尾,一般,*,*,*,室,シツ,シツ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ひり,動詞,自立,*,*,五段・ラ行,連用形,ひる,ヒリ,ヒリ
たい,助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ
もん,名詞,非自立,一般,*,*,*,もん,モン,モン
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
テーブル,名詞,一般,*,*,*,*,テーブル,テーブル,テーブル
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
座り,動詞,自立,*,*,五段・ラ行,連用形,座る,スワリ,スワリ
たい,助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ
もん,名詞,非自立,一般,*,*,*,もん,モン,モン
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
ところが,接続詞,*,*,*,*,*,ところが,トコロガ,トコロガ
どうも,副詞,一般,*,*,*,*,どうも,ドウモ,ドーモ
うるさい,形容詞,自立,*,*,形容詞・アウオ段,基本形,うるさい,ウルサイ,ウルサイ
こと,名詞,非自立,一般,*,*,*,こと,コト,コト
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
また,接続詞,*,*,*,*,*,また,マタ,マタ
扉,名詞,一般,*,*,*,*,扉,トビラ,トビラ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
一つ,名詞,一般,*,*,*,*,一つ,ヒトツ,ヒトツ
あり,動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
わき,名詞,一般,*,*,*,*,わき,ワキ,ワキ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
鏡,名詞,一般,*,*,*,*,鏡,カガミ,カガミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
ゝ,記号,一般,*,*,*,*,ゝ,ゝ,ゝ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
、,記号,読点,*,*,*,*,、,、,、
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
下,名詞,一般,*,*,*,*,下,シタ,シタ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
長い,形容詞,自立,*,*,形容詞・アウオ段,基本形,長い,ナガイ,ナガイ
柄,名詞,一般,*,*,*,*,柄,エ,エ
の,助詞,格助詞,一般,*,*,*,の,ノ,ノ
つい,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,つく,ツイ,ツイ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ブラシ,名詞,一般,*,*,*,*,ブラシ,ブラシ,ブラシ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
置い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,置く,オイ,オイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
あつ,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,あつい,アツ,アツ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。,記号,句点,*,*,*,*,。,。,。
扉,名詞,一般,*,*,*,*,扉,トビラ,トビラ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
赤い,形容詞,自立,*,*,形容詞・アウオ段,基本形,赤い,アカイ,アカイ
字,名詞,一般,*,*,*,*,字,ジ,ジ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
、,記号,読点,*,*,*,*,、,、,、
「,記号,括弧開,*,*,*,*,「,「,「
お客,名詞,一般,*,*,*,*,お客,オキャク,オキャク
さま,名詞,接尾,人名,*,*,*,さま,サマ,サマ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
、,記号,読点,*,*,*,*,、,、,、
こ,名詞,一般,*,*,*,*,こ,コ,コ
ゝ,記号,一般,*,*,*,*,ゝ,ゝ,ゝ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
髪,名詞,一般,*,*,*,*,髪,カミ,カミ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
きちんと,副詞,一般,*,*,*,*,きちんと,キチント,キチント
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
きもの,名詞,一般,*,*,*,*,きもの,キモノ,キモノ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
泥,名詞,一般,*,*,*,*,泥,ドロ,ドロ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
落し,動詞,自立,*,*,五段・サ行,連用形,落す,オトシ,オトシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ください,動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,くださる,クダサイ,クダサイ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
と,助詞,格助詞,引用,*,*,*,と,ト,ト
書い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
あり,動詞,非自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
これ,名詞,代名詞,一般,*,*,*,これ,コレ,コレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
どうも,副詞,一般,*,*,*,*,どうも,ドウモ,ドーモ
尤も,名詞,形容動詞語幹,*,*,*,*,尤も,モットモ,モットモ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
僕,名詞,代名詞,一般,*,*,*,僕,ボク,ボク
も,助詞,係助詞,*,*,*,*,も,モ,モ
さつき,名詞,固有名詞,地域,一般,*,*,さつき,サツキ,サツキ
玄関,名詞,一般,*,*,*,*,玄関,ゲンカン,ゲンカン
で,助詞,格助詞,一般,*,*,*,で,デ,デ
、,記号,読点,*,*,*,*,、,、,、
山,名詞,一般,*,*,*,*,山,ヤマ,ヤマ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
なか,名詞,非自立,副詞可能,*,*,*,なか,ナカ,ナカ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
お,接頭詞,名詞接続,*,*,*,*,お,オ,オ
もつ,名詞,一般,*,*,*,*,もつ,モツ,モツ
て,助詞,格助詞,連語,*,*,*,て,テ,テ
見くび,動詞,自立,*,*,五段・ラ行,体言接続特殊２,見くびる,ミクビ,ミクビ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
