表層形, 品詞, 品詞細分類1, 品詞細分類2, 品詞細分類3, 活用型, 活用形, 原形, 読み, 発音
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
セリヌンティウス,名詞,一般,*,*,*,*,セリヌンティウス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
縄,名詞,一般,*,*,*,*,縄,ナワ,ナワ
打た,動詞,自立,*,*,五段・タ行,未然形,打つ,ウタ,ウタ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
すぐ,副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
出発,名詞,サ変接続,*,*,*,*,出発,シュッパツ,シュッパツ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
初夏,名詞,一般,*,*,*,*,初夏,ショカ,ショカ
、,記号,読点,*,*,*,*,、,、,、
満天,名詞,一般,*,*,*,*,満天,マンテン,マンテン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
星,名詞,一般,*,*,*,*,星,ホシ,ホシ
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある,助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
夜,名詞,副詞可能,*,*,*,*,夜,ヨル,ヨル
、,記号,読点,*,*,*,*,、,、,、
一睡,名詞,サ変接続,*,*,*,*,一睡,イッスイ,イッスイ
も,助詞,係助詞,*,*,*,*,も,モ,モ
せ,動詞,自立,*,*,サ変・スル,未然ヌ接続,する,セ,セ
ず,助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
十,名詞,数,*,*,*,*,十,ジュウ,ジュー
里,名詞,一般,*,*,*,*,里,サト,サト
の,助詞,連体化,*,*,*,*,の,ノ,ノ
路,名詞,一般,*,*,*,*,路,ミチ,ミチ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
急ぎ,名詞,副詞可能,*,*,*,*,急ぎ,イソギ,イソギ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
急い,動詞,自立,*,*,五段・ガ行,連用タ接続,急ぐ,イソイ,イソイ
で,助詞,接続助詞,*,*,*,*,で,デ,デ
、,記号,読点,*,*,*,*,、,、,、
村,名詞,一般,*,*,*,*,村,ムラ,ムラ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
到着,名詞,サ変接続,*,*,*,*,到着,トウチャク,トーチャク
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
翌,接頭詞,数接続,*,*,*,*,翌,ヨク,ヨク
る,助動詞,*,*,*,文語・リ,体言接続,り,ル,ル
日,名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
午前,名詞,副詞可能,*,*,*,*,午前,ゴゼン,ゴゼン
、,記号,読点,*,*,*,*,、,、,、
陽,名詞,一般,*,*,*,*,陽,ヒ,ヒ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
既に,副詞,一般,*,*,*,*,既に,スデニ,スデニ
高く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,高い,タカク,タカク
昇っ,動詞,自立,*,*,五段・ラ行,連用タ接続,昇る,ノボッ,ノボッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
村人,名詞,一般,*,*,*,*,村人,ムラビト,ムラビト
たち,名詞,接尾,一般,*,*,*,たち,タチ,タチ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
野,名詞,一般,*,*,*,*,野,ノ,ノ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
出,動詞,自立,*,*,一段,連用形,出る,デ,デ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
仕事,名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
はじめ,動詞,自立,*,*,一段,連用形,はじめる,ハジメ,ハジメ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
の,助詞,連体化,*,*,*,*,の,ノ,ノ
十,名詞,数,*,*,*,*,十,ジュウ,ジュー
六,名詞,数,*,*,*,*,六,ロク,ロク
の,助詞,連体化,*,*,*,*,の,ノ,ノ
妹,名詞,一般,*,*,*,*,妹,イモウト,イモート
も,助詞,係助詞,*,*,*,*,も,モ,モ
、,記号,読点,*,*,*,*,、,、,、
きょう,名詞,副詞可能,*,*,*,*,きょう,キョウ,キョー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
兄,名詞,一般,*,*,*,*,兄,アニ,アニ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
代り,名詞,一般,*,*,*,*,代り,カワリ,カワリ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
羊,名詞,一般,*,*,*,*,羊,ヒツジ,ヒツジ
群,名詞,接尾,一般,*,*,*,群,グン,グン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
番,名詞,一般,*,*,*,*,番,バン,バン
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
よろめい,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,よろめく,ヨロメイ,ヨロメイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
歩い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,歩く,アルイ,アルイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
来る,動詞,非自立,*,*,カ変・来ル,基本形,来る,クル,クル
兄,名詞,一般,*,*,*,*,兄,アニ,アニ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
、,記号,読点,*,*,*,*,、,、,、
疲労,名詞,サ変接続,*,*,*,*,疲労,ヒロウ,ヒロー
困憊,名詞,サ変接続,*,*,*,*,困憊,コンパイ,コンパイ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
姿,名詞,一般,*,*,*,*,姿,スガタ,スガタ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見つけ,動詞,自立,*,*,一段,連用形,見つける,ミツケ,ミツケ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
驚い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,驚く,オドロイ,オドロイ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
そうして,接続詞,*,*,*,*,*,そうして,ソウシテ,ソーシテ
、,記号,読点,*,*,*,*,、,、,、
うるさく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,うるさい,ウルサク,ウルサク
兄,名詞,一般,*,*,*,*,兄,アニ,アニ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
質問,名詞,サ変接続,*,*,*,*,質問,シツモン,シツモン
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
浴びせ,動詞,自立,*,*,一段,連用形,浴びせる,アビセ,アビセ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
なん,名詞,代名詞,一般,*,*,*,なん,ナン,ナン
で,助詞,格助詞,一般,*,*,*,で,デ,デ
も,助詞,係助詞,*,*,*,*,も,モ,モ
無い,形容詞,自立,*,*,形容詞・アウオ段,基本形,無い,ナイ,ナイ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
無理,名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
笑お,動詞,自立,*,*,五段・ワ行促音便,未然ウ接続,笑う,ワラオ,ワラオ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
努め,動詞,自立,*,*,一段,連用形,努める,ツトメ,ツトメ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
市,名詞,一般,*,*,*,*,市,シ,シ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
用事,名詞,一般,*,*,*,*,用事,ヨウジ,ヨージ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
残し,動詞,自立,*,*,五段・サ行,連用形,残す,ノコシ,ノコシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
来,動詞,非自立,*,*,カ変・来ル,連用形,来る,キ,キ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
また,接続詞,*,*,*,*,*,また,マタ,マタ
すぐ,副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ
市,名詞,一般,*,*,*,*,市,シ,シ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
行か,動詞,自立,*,*,五段・カ行促音便,未然形,行く,イカ,イカ
なけれ,助動詞,*,*,*,特殊・ナイ,仮定形,ない,ナケレ,ナケレ
ば,助詞,接続助詞,*,*,*,*,ば,バ,バ
なら,動詞,非自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ
ぬ,助動詞,*,*,*,特殊・ヌ,基本形,ぬ,ヌ,ヌ
。,記号,句点,*,*,*,*,。,。,。
あす,名詞,副詞可能,*,*,*,*,あす,アス,アス
、,記号,読点,*,*,*,*,、,、,、
おまえ,名詞,代名詞,一般,*,*,*,おまえ,オマエ,オマエ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
結婚式,名詞,一般,*,*,*,*,結婚式,ケッコンシキ,ケッコンシキ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
挙げる,動詞,自立,*,*,一段,基本形,挙げる,アゲル,アゲル
。,記号,句点,*,*,*,*,。,。,。
早い,形容詞,自立,*,*,形容詞・アウオ段,基本形,早い,ハヤイ,ハヤイ
ほう,名詞,非自立,一般,*,*,*,ほう,ホウ,ホー
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
よかろ,形容詞,自立,*,*,形容詞・アウオ段,未然ウ接続,よい,ヨカロ,ヨカロ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
妹,名詞,一般,*,*,*,*,妹,イモウト,イモート
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
頬,名詞,一般,*,*,*,*,頬,ホオ,ホー
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
あからめ,動詞,自立,*,*,一段,連用形,あからめる,アカラメ,アカラメ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
うれしい,形容詞,自立,*,*,形容詞・イ段,基本形,うれしい,ウレシイ,ウレシイ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。,記号,句点,*,*,*,*,。,。,。
綺麗,名詞,形容動詞語幹,*,*,*,*,綺麗,キレイ,キレイ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
衣裳,名詞,一般,*,*,*,*,衣裳,イショウ,イショー
も,助詞,係助詞,*,*,*,*,も,モ,モ
買っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
来,動詞,非自立,*,*,カ変・来ル,連用形,来る,キ,キ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
さあ,感動詞,*,*,*,*,*,さあ,サア,サー
、,記号,読点,*,*,*,*,、,、,、
これから,副詞,助詞類接続,*,*,*,*,これから,コレカラ,コレカラ
行っ,動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
村,名詞,一般,*,*,*,*,村,ムラ,ムラ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
人,名詞,一般,*,*,*,*,人,ヒト,ヒト
たち,名詞,接尾,一般,*,*,*,たち,タチ,タチ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
知らせ,動詞,自立,*,*,一段,連用形,知らせる,シラセ,シラセ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
来い,動詞,非自立,*,*,カ変・来ル,命令ｉ,来る,コイ,コイ
。,記号,句点,*,*,*,*,。,。,。
結婚式,名詞,一般,*,*,*,*,結婚式,ケッコンシキ,ケッコンシキ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
あす,名詞,副詞可能,*,*,*,*,あす,アス,アス
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
また,接続詞,*,*,*,*,*,また,マタ,マタ
、,記号,読点,*,*,*,*,、,、,、
よろよろ,副詞,一般,*,*,*,*,よろよろ,ヨロヨロ,ヨロヨロ
と,助詞,副詞化,*,*,*,*,と,ト,ト
歩き,動詞,自立,*,*,五段・カ行イ音便,連用形,歩く,アルキ,アルキ
出し,動詞,非自立,*,*,五段・サ行,連用形,出す,ダシ,ダシ
、,記号,読点,*,*,*,*,、,、,、
家,名詞,一般,*,*,*,*,家,イエ,イエ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
帰っ,動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
神,名詞,一般,*,*,*,*,神,カミ,カミ
々,記号,一般,*,*,*,*,々,々,々
の,助詞,連体化,*,*,*,*,の,ノ,ノ
祭壇,名詞,一般,*,*,*,*,祭壇,サイダン,サイダン
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
飾り,動詞,自立,*,*,五段・ラ行,連用形,飾る,カザリ,カザリ
、,記号,読点,*,*,*,*,、,、,、
祝宴,名詞,一般,*,*,*,*,祝宴,シュクエン,シュクエン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
席,名詞,一般,*,*,*,*,席,セキ,セキ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
調え,動詞,自立,*,*,一段,連用形,調える,トトノエ,トトノエ
、,記号,読点,*,*,*,*,、,、,、
間もなく,副詞,助詞類接続,*,*,*,*,間もなく,マモナク,マモナク
床,名詞,一般,*,*,*,*,床,ユカ,ユカ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
倒れ,動詞,自立,*,*,一段,連用形,倒れる,タオレ,タオレ
伏,名詞,サ変接続,*,*,*,*,伏,フク,フク
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、,記号,読点,*,*,*,*,、,、,、
呼吸,名詞,サ変接続,*,*,*,*,呼吸,コキュウ,コキュー
も,助詞,係助詞,*,*,*,*,も,モ,モ
せ,動詞,自立,*,*,サ変・スル,未然ヌ接続,する,セ,セ
ぬ,助動詞,*,*,*,特殊・ヌ,基本形,ぬ,ヌ,ヌ
くらい,助詞,副助詞,*,*,*,*,くらい,クライ,クライ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
深い,形容詞,自立,*,*,形容詞・アウオ段,基本形,深い,フカイ,フカイ
眠り,名詞,一般,*,*,*,*,眠り,ネムリ,ネムリ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
落ち,動詞,自立,*,*,一段,連用形,落ちる,オチ,オチ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
しまっ,動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,しまう,シマッ,シマッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
眼,名詞,一般,*,*,*,*,眼,メ,メ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
覚め,動詞,自立,*,*,一段,連用形,覚める,サメ,サメ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
夜,名詞,副詞可能,*,*,*,*,夜,ヨル,ヨル
だっ,助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
起き,動詞,自立,*,*,一段,連用形,起きる,オキ,オキ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
すぐ,副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ
、,記号,読点,*,*,*,*,、,、,、
花婿,名詞,一般,*,*,*,*,花婿,ハナムコ,ハナムコ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
家,名詞,一般,*,*,*,*,家,イエ,イエ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
訪れ,動詞,自立,*,*,一段,連用形,訪れる,オトズレ,オトズレ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
そうして,接続詞,*,*,*,*,*,そうして,ソウシテ,ソーシテ
、,記号,読点,*,*,*,*,、,、,、
少し,副詞,助詞類接続,*,*,*,*,少し,スコシ,スコシ
事情,名詞,一般,*,*,*,*,事情,ジジョウ,ジジョー
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
、,記号,読点,*,*,*,*,、,、,、
結婚式,名詞,一般,*,*,*,*,結婚式,ケッコンシキ,ケッコンシキ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
明日,名詞,副詞可能,*,*,*,*,明日,アシタ,アシタ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
くれ,動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ
、,記号,読点,*,*,*,*,、,、,、
と,助詞,格助詞,引用,*,*,*,と,ト,ト
頼ん,動詞,自立,*,*,五段・マ行,連用タ接続,頼む,タノン,タノン
だ,助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
婿,名詞,一般,*,*,*,*,婿,ムコ,ムコ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
牧人,名詞,一般,*,*,*,*,牧人,ボクジン,ボクジン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
驚き,動詞,自立,*,*,五段・カ行イ音便,連用形,驚く,オドロキ,オドロキ
、,記号,読点,*,*,*,*,、,、,、
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
いけ,動詞,非自立,*,*,一段,未然形,いける,イケ,イケ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
、,記号,読点,*,*,*,*,、,、,、
こちら,名詞,代名詞,一般,*,*,*,こちら,コチラ,コチラ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
未だ,副詞,一般,*,*,*,*,未だ,イマダ,イマダ
何,名詞,代名詞,一般,*,*,*,何,ナニ,ナニ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
仕度,名詞,サ変接続,*,*,*,*,仕度,シタク,シタク
も,助詞,係助詞,*,*,*,*,も,モ,モ
出来,動詞,自立,*,*,一段,連用形,出来る,デキ,デキ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,未然形,いる,イ,イ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
、,記号,読点,*,*,*,*,、,、,、
葡萄,名詞,一般,*,*,*,*,葡萄,ブドウ,ブドー
の,助詞,連体化,*,*,*,*,の,ノ,ノ
季節,名詞,一般,*,*,*,*,季節,キセツ,キセツ
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
待っ,動詞,自立,*,*,五段・タ行,連用タ接続,待つ,マッ,マッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
くれ,動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ
、,記号,読点,*,*,*,*,、,、,、
と,助詞,格助詞,引用,*,*,*,と,ト,ト
答え,動詞,自立,*,*,一段,連用形,答える,コタエ,コタエ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
待つ,動詞,自立,*,*,五段・タ行,基本形,待つ,マツ,マツ
こと,名詞,非自立,一般,*,*,*,こと,コト,コト
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
出来,動詞,自立,*,*,一段,未然形,出来る,デキ,デキ
ぬ,助動詞,*,*,*,特殊・ヌ,基本形,ぬ,ヌ,ヌ
、,記号,読点,*,*,*,*,、,、,、
どうか,副詞,一般,*,*,*,*,どうか,ドウカ,ドーカ
明日,名詞,副詞可能,*,*,*,*,明日,アシタ,アシタ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
くれ,動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ
給え,動詞,自立,*,*,五段・ワ行促音便,命令ｅ,給う,タマエ,タマエ
、,記号,読点,*,*,*,*,、,、,、
と,助詞,格助詞,引用,*,*,*,と,ト,ト
更,名詞,形容動詞語幹,*,*,*,*,更,サラ,サラ
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
押し,動詞,自立,*,*,五段・サ行,連用形,押す,オシ,オシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
たのん,動詞,自立,*,*,五段・マ行,連用タ接続,たのむ,タノン,タノン
だ,助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
婿,名詞,一般,*,*,*,*,婿,ムコ,ムコ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
牧人,名詞,一般,*,*,*,*,牧人,ボクジン,ボクジン
も,助詞,係助詞,*,*,*,*,も,モ,モ
頑強,名詞,形容動詞語幹,*,*,*,*,頑強,ガンキョウ,ガンキョー
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ,助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
なかなか,副詞,助詞類接続,*,*,*,*,なかなか,ナカナカ,ナカナカ
承諾,名詞,サ変接続,*,*,*,*,承諾,ショウダク,ショーダク
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
くれ,動詞,非自立,*,*,一段・クレル,未然形,くれる,クレ,クレ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
。,記号,句点,*,*,*,*,。,。,。
夜明け,名詞,一般,*,*,*,*,夜明け,ヨアケ,ヨアケ
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
議論,名詞,サ変接続,*,*,*,*,議論,ギロン,ギロン
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
つづけ,動詞,自立,*,*,一段,連用形,つづける,ツヅケ,ツズケ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
やっと,副詞,一般,*,*,*,*,やっと,ヤット,ヤット
、,記号,読点,*,*,*,*,、,、,、
どうにか,副詞,一般,*,*,*,*,どうにか,ドウニカ,ドーニカ
婿,名詞,一般,*,*,*,*,婿,ムコ,ムコ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
なだめ,動詞,自立,*,*,一段,連用形,なだめる,ナダメ,ナダメ
、,記号,読点,*,*,*,*,、,、,、
すかし,動詞,自立,*,*,五段・サ行,連用形,すかす,スカシ,スカシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
説き伏せ,動詞,自立,*,*,一段,連用形,説き伏せる,トキフセ,トキフセ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
結婚式,名詞,一般,*,*,*,*,結婚式,ケッコンシキ,ケッコンシキ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
真昼,名詞,副詞可能,*,*,*,*,真昼,マヒル,マヒル
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
行わ,動詞,自立,*,*,五段・ワ行促音便,未然形,行う,オコナワ,オコナワ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
新郎,名詞,一般,*,*,*,*,新郎,シンロウ,シンロー
新婦,名詞,一般,*,*,*,*,新婦,シンプ,シンプ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
、,記号,読点,*,*,*,*,、,、,、
神,名詞,一般,*,*,*,*,神,カミ,カミ
々,記号,一般,*,*,*,*,々,々,々
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
宣誓,名詞,サ変接続,*,*,*,*,宣誓,センセイ,センセイ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
済ん,動詞,自立,*,*,五段・マ行,連用タ接続,済む,スン,スン
だ,助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ
ころ,名詞,非自立,副詞可能,*,*,*,ころ,コロ,コロ
、,記号,読点,*,*,*,*,、,、,、
黒雲,名詞,一般,*,*,*,*,黒雲,クロクモ,クロクモ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
空,名詞,一般,*,*,*,*,空,ソラ,ソラ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
