表層形, 品詞, 品詞細分類1, 品詞細分類2, 品詞細分類3, 活用型, 活用形, 原形, 読み, 発音
、,記号,読点,*,*,*,*,、,、,、
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
下,名詞,一般,*,*,*,*,下,シタ,シタ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
山の上,名詞,固有名詞,地域,一般,*,*,山の上,ヤマノウエ,ヤマノウエ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ほう,名詞,非自立,一般,*,*,*,ほう,ホウ,ホー
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
風,名詞,一般,*,*,*,*,風,カゼ,カゼ
も,助詞,係助詞,*,*,*,*,も,モ,モ
吹い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,吹く,フイ,フイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル
らしく,助動詞,*,*,*,形容詞・イ段,連用テ接続,らしい,ラシク,ラシク
、,記号,読点,*,*,*,*,、,、,、
ときどき,副詞,一般,*,*,*,*,ときどき,トキドキ,トキドキ
萱,名詞,一般,*,*,*,*,萱,カヤ,カヤ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
白く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,白い,シロク,シロク
波立っ,動詞,自立,*,*,五段・タ行,連用タ接続,波立つ,ナミダッ,ナミダッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
嘉助,名詞,固有名詞,人名,名,*,*,嘉助,カスケ,カスケ
も,助詞,係助詞,*,*,*,*,も,モ,モ
やっぱり,副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
柱,名詞,一般,*,*,*,*,柱,ハシラ,ハシラ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
下,名詞,一般,*,*,*,*,下,シタ,シタ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
じっと,副詞,一般,*,*,*,*,じっと,ジット,ジット
そっち,名詞,代名詞,一般,*,*,*,そっち,ソッチ,ソッチ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
待っ,動詞,自立,*,*,五段・タ行,連用タ接続,待つ,マッ,マッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
ところが,接続詞,*,*,*,*,*,ところが,トコロガ,トコロガ
二,名詞,数,*,*,*,*,二,ニ,ニ
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
そんなに,副詞,一般,*,*,*,*,そんなに,ソンナニ,ソンナニ
長く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,長い,ナガク,ナガク
待つ,動詞,自立,*,*,五段・タ行,基本形,待つ,マツ,マツ
こと,名詞,非自立,一般,*,*,*,こと,コト,コト
も,助詞,係助詞,*,*,*,*,も,モ,モ
あり,動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
突然,副詞,助詞類接続,*,*,*,*,突然,トツゼン,トツゼン
三郎,名詞,固有名詞,人名,名,*,*,三郎,サブロウ,サブロー
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
下手,名詞,形容動詞語幹,*,*,*,*,下手,ヘタ,ヘタ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
みち,名詞,一般,*,*,*,*,みち,ミチ,ミチ
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
灰,名詞,一般,*,*,*,*,灰,ハイ,ハイ
いろ,動詞,自立,*,*,一段,命令ｒｏ,いる,イロ,イロ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
鞄,名詞,一般,*,*,*,*,鞄,カバン,カバン
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
右手,名詞,一般,*,*,*,*,右手,ミギテ,ミギテ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
かかえ,動詞,自立,*,*,一段,連用形,かかえる,カカエ,カカエ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
走る,動詞,自立,*,*,五段・ラ行,基本形,走る,ハシル,ハシル
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
出,動詞,自立,*,*,一段,連用形,出る,デ,デ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
来,動詞,非自立,*,*,カ変・来ル,連用形,来る,キ,キ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
来,動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
と,助詞,格助詞,引用,*,*,*,と,ト,ト
一郎,名詞,固有名詞,人名,名,*,*,一郎,イチロウ,イチロー
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
思わず,副詞,助詞類接続,*,*,*,*,思わず,オモワズ,オモワズ
下,名詞,一般,*,*,*,*,下,シタ,シタ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
いる,動詞,自立,*,*,一段,基本形,いる,イル,イル
嘉助,名詞,固有名詞,人名,名,*,*,嘉助,カスケ,カスケ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
叫ぼ,動詞,自立,*,*,五段・バ行,未然ウ接続,叫ぶ,サケボ,サケボ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
と,助詞,接続助詞,*,*,*,*,と,ト,ト
、,記号,読点,*,*,*,*,、,、,、
早く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,早い,ハヤク,ハヤク
も,助詞,係助詞,*,*,*,*,も,モ,モ
三,名詞,数,*,*,*,*,三,サン,サン
郎,名詞,一般,*,*,*,*,郎,ロウ,ロー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ど,動詞,非自立,*,*,五段・ラ行,体言接続特殊２,どる,ド,ド
て,助詞,接続助詞,*,*,*,*,て,テ,テ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
ぐるっと,副詞,一般,*,*,*,*,ぐるっと,グルット,グルット
まわっ,動詞,自立,*,*,五段・ラ行,連用タ接続,まわる,マワッ,マワッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
どんどん,副詞,助詞類接続,*,*,*,*,どんどん,ドンドン,ドンドン
正門,名詞,一般,*,*,*,*,正門,セイモン,セイモン
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
はいっ,動詞,自立,*,*,五段・ラ行,連用タ接続,はいる,ハイッ,ハイッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
来る,動詞,非自立,*,*,カ変・来ル,基本形,来る,クル,クル
と,助詞,接続助詞,*,*,*,*,と,ト,ト
、,記号,読点,*,*,*,*,、,、,、
「,記号,括弧開,*,*,*,*,「,「,「
お早う,感動詞,*,*,*,*,*,お早う,オハヨウ,オハヨー
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
と,助詞,格助詞,引用,*,*,*,と,ト,ト
はっきり,副詞,助詞類接続,*,*,*,*,はっきり,ハッキリ,ハッキリ
言い,動詞,自立,*,*,五段・ワ行促音便,連用形,言う,イイ,イイ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
みんな,名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
いっしょ,名詞,一般,*,*,*,*,いっしょ,イッショ,イッショ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
そっち,名詞,代名詞,一般,*,*,*,そっち,ソッチ,ソッチ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
ふり向き,動詞,自立,*,*,五段・カ行イ音便,連用形,ふり向く,フリムキ,フリムキ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
一,名詞,数,*,*,*,*,一,イチ,イチ
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン
も,助詞,係助詞,*,*,*,*,も,モ,モ
返事,名詞,サ変接続,*,*,*,*,返事,ヘンジ,ヘンジ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
あり,動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
返事,名詞,サ変接続,*,*,*,*,返事,ヘンジ,ヘンジ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
し,動詞,自立,*,*,サ変・スル,未然形,する,シ,シ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
なく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
みんな,名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
先生,名詞,一般,*,*,*,*,先生,センセイ,センセイ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
いつ,名詞,代名詞,一般,*,*,*,いつ,イツ,イツ
でも,助詞,副助詞,*,*,*,*,でも,デモ,デモ
「,記号,括弧開,*,*,*,*,「,「,「
お早う,感動詞,*,*,*,*,*,お早う,オハヨウ,オハヨー
ござい,助動詞,*,*,*,五段・ラ行特殊,連用形,ござる,ゴザイ,ゴザイ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
習っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,習う,ナラッ,ナラッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
お互い,名詞,一般,*,*,*,*,お互い,オタガイ,オタガイ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
「,記号,括弧開,*,*,*,*,「,「,「
お早う,感動詞,*,*,*,*,*,お早う,オハヨウ,オハヨー
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
なんて,助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ
言っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
こと,名詞,非自立,一般,*,*,*,こと,コト,コト
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
なかっ,形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,ない,ナカッ,ナカッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
のに,助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ
三郎,名詞,固有名詞,地域,一般,*,*,三郎,サブロウ,サブロー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
そう,副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー
言わ,動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
も,助詞,係助詞,*,*,*,*,も,モ,モ
、,記号,読点,*,*,*,*,、,、,、
一郎,名詞,固有名詞,人名,名,*,*,一郎,イチロウ,イチロー
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
嘉助,名詞,固有名詞,人名,名,*,*,嘉助,カスケ,カスケ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
あんまり,副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ
にわか,名詞,一般,*,*,*,*,にわか,ニワカ,ニワカ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
、,記号,読点,*,*,*,*,、,、,、
また,接続詞,*,*,*,*,*,また,マタ,マタ
勢い,名詞,一般,*,*,*,*,勢い,イキオイ,イキオイ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
いい,形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イイ
ので,助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ
とうとう,副詞,一般,*,*,*,*,とうとう,トウトウ,トートー
臆,名詞,サ変接続,*,*,*,*,臆,オク,オク
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
しまっ,動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,しまう,シマッ,シマッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
一,名詞,数,*,*,*,*,一,イチ,イチ
郎,名詞,一般,*,*,*,*,郎,ロウ,ロー
も,助詞,係助詞,*,*,*,*,も,モ,モ
嘉助,名詞,固有名詞,人名,名,*,*,嘉助,カスケ,カスケ
も,助詞,係助詞,*,*,*,*,も,モ,モ
口,名詞,一般,*,*,*,*,口,クチ,クチ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
お早う,名詞,一般,*,*,*,*,お早う,オハヨウ,オハヨー
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
かわり,名詞,一般,*,*,*,*,かわり,カワリ,カワリ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
、,記号,読点,*,*,*,*,、,、,、
も,助詞,係助詞,*,*,*,*,も,モ,モ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
ゃもにゃっと,名詞,一般,*,*,*,*,ゃもにゃっと,*,*
言っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
しまっ,動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,しまう,シマッ,シマッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
ところが,接続詞,*,*,*,*,*,ところが,トコロガ,トコロガ
三郎,名詞,固有名詞,地域,一般,*,*,三郎,サブロウ,サブロー
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ほう,名詞,非自立,一般,*,*,*,ほう,ホウ,ホー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
べつだん,副詞,一般,*,*,*,*,べつだん,ベツダン,ベツダン
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
苦,名詞,一般,*,*,*,*,苦,ク,ク
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
する,動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
ふう,名詞,非自立,形容動詞語幹,*,*,*,ふう,フウ,フー
も,助詞,係助詞,*,*,*,*,も,モ,モ
なく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク
、,記号,読点,*,*,*,*,、,、,、
二,名詞,数,*,*,*,*,二,ニ,ニ
三,名詞,数,*,*,*,*,三,サン,サン
歩,名詞,接尾,助数詞,*,*,*,歩,ホ,ホ
また,接続詞,*,*,*,*,*,また,マタ,マタ
前,名詞,副詞可能,*,*,*,*,前,マエ,マエ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
進む,動詞,自立,*,*,五段・マ行,基本形,進む,ススム,ススム
と,助詞,接続助詞,*,*,*,*,と,ト,ト
じっと,副詞,一般,*,*,*,*,じっと,ジット,ジット
立っ,動詞,自立,*,*,五段・タ行,連用タ接続,立つ,タッ,タッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
まっ黒,名詞,形容動詞語幹,*,*,*,*,まっ黒,マックロ,マックロ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
目,名詞,一般,*,*,*,*,目,メ,メ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
ぐるっと,副詞,一般,*,*,*,*,ぐるっと,グルット,グルット
運動,名詞,サ変接続,*,*,*,*,運動,ウンドウ,ウンドー
場,名詞,接尾,一般,*,*,*,場,ジョウ,ジョー
じゅう,名詞,接尾,副詞可能,*,*,*,じゅう,ジュウ,ジュー
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ
まわし,動詞,自立,*,*,五段・サ行,連用形,まわす,マワシ,マワシ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
しばらく,副詞,助詞類接続,*,*,*,*,しばらく,シバラク,シバラク
だれ,名詞,代名詞,一般,*,*,*,だれ,ダレ,ダレ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
遊ぶ,動詞,自立,*,*,五段・バ行,基本形,遊ぶ,アソブ,アソブ
相手,名詞,一般,*,*,*,*,相手,アイテ,アイテ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
かさ,名詞,一般,*,*,*,*,かさ,カサ,カサ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
けれども,接続詞,*,*,*,*,*,けれども,ケレドモ,ケレドモ
みんな,名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ
きょろきょろ,副詞,一般,*,*,*,*,きょろきょろ,キョロキョロ,キョロキョロ
三郎,名詞,固有名詞,人名,名,*,*,三郎,サブロウ,サブロー
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ほう,名詞,非自立,一般,*,*,*,ほう,ホウ,ホー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
み,動詞,自立,*,*,一段,連用形,みる,ミ,ミ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
も,助詞,係助詞,*,*,*,*,も,モ,モ
、,記号,読点,*,*,*,*,、,、,、
やはり,副詞,一般,*,*,*,*,やはり,ヤハリ,ヤハリ
忙し,形容詞,自立,*,*,形容詞・イ段,ガル接続,忙しい,イソガシ,イソガシ
そう,名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
棒,名詞,一般,*,*,*,*,棒,ボウ,ボー
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
くし,名詞,一般,*,*,*,*,くし,クシ,クシ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
たり,助詞,並立助詞,*,*,*,*,たり,タリ,タリ
三郎,名詞,固有名詞,地域,一般,*,*,三郎,サブロウ,サブロー
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ほう,名詞,非自立,一般,*,*,*,ほう,ホウ,ホー
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
行く,動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
あり,動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
三郎,名詞,固有名詞,人名,名,*,*,三郎,サブロウ,サブロー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ちょっと,副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット
具合,名詞,一般,*,*,*,*,具合,グアイ,グアイ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
悪い,形容詞,自立,*,*,形容詞・アウオ段,基本形,悪い,ワルイ,ワルイ
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
そこ,名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
つっ,動詞,自立,*,*,五段・ラ行,連用タ接続,つる,ツッ,ツッ
立っ,動詞,自立,*,*,五段・タ行,連用タ接続,立つ,タッ,タッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
また,接続詞,*,*,*,*,*,また,マタ,マタ
運動,名詞,サ変接続,*,*,*,*,運動,ウンドウ,ウンドー
場,名詞,接尾,一般,*,*,*,場,ジョウ,ジョー
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
もう一度,副詞,一般,*,*,*,*,もう一度,モウイチド,モーイチド
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ
まわし,動詞,自立,*,*,五段・サ行,連用形,まわす,マワシ,マワシ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
それから,接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ
ぜんたい,名詞,副詞可能,*,*,*,*,ぜんたい,ゼンタイ,ゼンタイ
この,連体詞,*,*,*,*,*,この,コノ,コノ
運動,名詞,サ変接続,*,*,*,*,運動,ウンドウ,ウンドー
場,名詞,接尾,一般,*,*,*,場,ジョウ,ジョー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
何,名詞,数,*,*,*,*,何,ナン,ナン
間,名詞,接尾,助数詞,*,*,*,間,ケン,ケン
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
、,記号,読点,*,*,*,*,、,、,、
正門,名詞,一般,*,*,*,*,正門,セイモン,セイモン
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
玄関,名詞,一般,*,*,*,*,玄関,ゲンカン,ゲンカン
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
大,接頭詞,名詞接続,*,*,*,*,大,ダイ,ダイ
また,接続詞,*,*,*,*,*,また,マタ,マタ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
歩数,名詞,一般,*,*,*,*,歩数,ホスウ,ホスー
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
数え,動詞,自立,*,*,一段,連用形,数える,カゾエ,カゾエ
ながら,助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
歩き,動詞,自立,*,*,五段・カ行イ音便,連用形,歩く,アルキ,アルキ
はじめ,動詞,非自立,*,*,一段,連用形,はじめる,ハジメ,ハジメ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
一郎,名詞,固有名詞,人名,名,*,*,一郎,イチロウ,イチロー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
急い,動詞,自立,*,*,五段・ガ行,連用タ接続,急ぐ,イソイ,イソイ
