表層形, 品詞, 品詞細分類1, 品詞細分類2, 品詞細分類3, 活用型, 活用形, 原形, 読み, 発音
どこ,名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
ぼんやり,名詞,サ変接続,*,*,*,*,ぼんやり,ボンヤリ,ボンヤリ
あり,動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
霧,名詞,一般,*,*,*,*,霧,キリ,キリ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
非常,名詞,形容動詞語幹,*,*,*,*,非常,ヒジョウ,ヒジョー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
深,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,深い,フカ,フカ
かつ,接続詞,*,*,*,*,*,かつ,カツ,カツ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。,記号,句点,*,*,*,*,。,。,。
ところが,接続詞,*,*,*,*,*,ところが,トコロガ,トコロガ
ボート,名詞,一般,*,*,*,*,ボート,ボート,ボート
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
左舷,名詞,一般,*,*,*,*,左舷,サゲン,サゲン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
方,名詞,非自立,一般,*,*,*,方,ホウ,ホー
半分,名詞,副詞可能,*,*,*,*,半分,ハンブン,ハンブン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
もう,副詞,一般,*,*,*,*,もう,モウ,モー
だめ,名詞,形容動詞語幹,*,*,*,*,だめ,ダメ,ダメ
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
なつ,名詞,固有名詞,人名,名,*,*,なつ,ナツ,ナツ
て,助詞,格助詞,連語,*,*,*,て,テ,テ
ゐ,動詞,自立,*,*,一段,連用形,ゐる,ヰ,イ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
、,記号,読点,*,*,*,*,、,、,、
とても,副詞,助詞類接続,*,*,*,*,とても,トテモ,トテモ
みんな,名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
乘,名詞,一般,*,*,*,*,乘,*,*
り,助動詞,*,*,*,文語・リ,基本形,り,リ,リ
切れ,動詞,自立,*,*,一段,未然形,切れる,キレ,キレ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。,記号,句点,*,*,*,*,。,。,。
もう,副詞,一般,*,*,*,*,もう,モウ,モー
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
うち,名詞,非自立,副詞可能,*,*,*,うち,ウチ,ウチ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
も,助詞,係助詞,*,*,*,*,も,モ,モ
船,名詞,一般,*,*,*,*,船,フネ,フネ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
沈み,動詞,自立,*,*,五段・マ行,連用形,沈む,シズミ,シズミ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
し,助詞,接続助詞,*,*,*,*,し,シ,シ
、,記号,読点,*,*,*,*,、,、,、
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
必死,名詞,形容動詞語幹,*,*,*,*,必死,ヒッシ,ヒッシ
と,助詞,並立助詞,*,*,*,*,と,ト,ト
なつ,名詞,固有名詞,人名,名,*,*,なつ,ナツ,ナツ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
どうか,副詞,一般,*,*,*,*,どうか,ドウカ,ドーカ
小さな,連体詞,*,*,*,*,*,小さな,チイサナ,チーサナ
人,名詞,一般,*,*,*,*,人,ヒト,ヒト
たち,名詞,接尾,一般,*,*,*,たち,タチ,タチ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
乘,名詞,一般,*,*,*,*,乘,*,*
せ,動詞,接尾,*,*,一段,連用形,せる,セ,セ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
下さい,動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,下さる,クダサイ,クダサイ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
叫び,動詞,自立,*,*,五段・バ行,連用形,叫ぶ,サケビ,サケビ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
近く,名詞,副詞可能,*,*,*,*,近く,チカク,チカク
の,助詞,連体化,*,*,*,*,の,ノ,ノ
人,名詞,一般,*,*,*,*,人,ヒト,ヒト
たち,名詞,接尾,一般,*,*,*,たち,タチ,タチ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
すぐ,副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ
みち,名詞,一般,*,*,*,*,みち,ミチ,ミチ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
開い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,開く,ヒライ,ヒライ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
子供,名詞,一般,*,*,*,*,子供,コドモ,コドモ
たち,名詞,接尾,一般,*,*,*,たち,タチ,タチ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ため,名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
祈,動詞,自立,*,*,五段・ラ行,体言接続特殊２,祈る,イノ,イノ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
呉れ,動詞,自立,*,*,一段・クレル,連用形,呉れる,クレ,クレ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
けれども,接続詞,*,*,*,*,*,けれども,ケレドモ,ケレドモ
そこ,名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
ボート,名詞,一般,*,*,*,*,ボート,ボート,ボート
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ところ,名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
まだまだ,副詞,助詞類接続,*,*,*,*,まだまだ,マダマダ,マダマダ
小さな,連体詞,*,*,*,*,*,小さな,チイサナ,チーサナ
子ども,名詞,一般,*,*,*,*,子ども,コドモ,コドモ
たち,名詞,接尾,一般,*,*,*,たち,タチ,タチ
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
親,名詞,一般,*,*,*,*,親,オヤ,オヤ
たち,名詞,接尾,一般,*,*,*,たち,タチ,タチ
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
なんか,助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ
居,動詞,自立,*,*,一段,連用形,居る,イ,イ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
とても,副詞,助詞類接続,*,*,*,*,とても,トテモ,トテモ
押しのける,動詞,自立,*,*,一段,基本形,押しのける,オシノケル,オシノケル
勇,名詞,固有名詞,人名,姓,*,*,勇,イサム,イサム
氣,名詞,一般,*,*,*,*,氣,*,*
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
なかつ,助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカツ,ナカッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。,記号,句点,*,*,*,*,。,。,。
それでも,接続詞,*,*,*,*,*,それでも,ソレデモ,ソレデモ
わたくし,名詞,代名詞,一般,*,*,*,わたくし,ワタクシ,ワタクシ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
どうしても,副詞,一般,*,*,*,*,どうしても,ドウシテモ,ドーシテモ
この方,名詞,副詞可能,*,*,*,*,この方,コノカタ,コノカタ
たち,名詞,接尾,一般,*,*,*,たち,タチ,タチ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
お,接頭詞,名詞接続,*,*,*,*,お,オ,オ
助け,名詞,一般,*,*,*,*,助け,タスケ,タスケ
する,動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
義務,名詞,一般,*,*,*,*,義務,ギム,ギム
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
思ひ,動詞,自立,*,*,四段・ハ行,連用形,思ふ,オモヒ,オモイ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
、,記号,読点,*,*,*,*,、,、,、
前,名詞,副詞可能,*,*,*,*,前,マエ,マエ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
ゐる,動詞,自立,*,*,一段,基本形,ゐる,ヰル,イル
子供,名詞,一般,*,*,*,*,子供,コドモ,コドモ
ら,名詞,接尾,一般,*,*,*,ら,ラ,ラ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
押しのけよ,動詞,自立,*,*,一段,未然ウ接続,押しのける,オシノケヨ,オシノケヨ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
けれども,接続詞,*,*,*,*,*,けれども,ケレドモ,ケレドモ
また,接続詞,*,*,*,*,*,また,マタ,マタ
、,記号,読点,*,*,*,*,、,、,、
そんなに,副詞,一般,*,*,*,*,そんなに,ソンナニ,ソンナニ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
助け,動詞,自立,*,*,一段,連用形,助ける,タスケ,タスケ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
あげる,動詞,非自立,*,*,一段,基本形,あげる,アゲル,アゲル
より,助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
この,連体詞,*,*,*,*,*,この,コノ,コノ
まま,名詞,非自立,副詞可能,*,*,*,まま,ママ,ママ
神,名詞,一般,*,*,*,*,神,カミ,カミ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
お前,名詞,代名詞,一般,*,*,*,お前,オマエ,オマエ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
みんな,名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
行く,動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク
方,名詞,非自立,一般,*,*,*,方,ホウ,ホー
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
ほん,名詞,一般,*,*,*,*,ほん,ホン,ホン
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
うに,名詞,一般,*,*,*,*,うに,ウニ,ウニ
この方,名詞,副詞可能,*,*,*,*,この方,コノカタ,コノカタ
たち,名詞,接尾,一般,*,*,*,たち,タチ,タチ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
幸福,名詞,形容動詞語幹,*,*,*,*,幸福,コウフク,コーフク
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
も,助詞,係助詞,*,*,*,*,も,モ,モ
思ひ,動詞,自立,*,*,四段・ハ行,連用形,思ふ,オモヒ,オモイ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
それから,接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ
、,記号,読点,*,*,*,*,、,、,、
また,接続詞,*,*,*,*,*,また,マタ,マタ
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
神,名詞,一般,*,*,*,*,神,カミ,カミ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
そむく,動詞,自立,*,*,五段・カ行イ音便,基本形,そむく,ソムク,ソムク
罪,名詞,一般,*,*,*,*,罪,ツミ,ツミ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
わたくし,名詞,代名詞,一般,*,*,*,わたくし,ワタクシ,ワタクシ
ひとり,名詞,一般,*,*,*,*,ひとり,ヒトリ,ヒトリ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
しよ,動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ぜひとも,副詞,一般,*,*,*,*,ぜひとも,ゼヒトモ,ゼヒトモ
助け,動詞,自立,*,*,一段,連用形,助ける,タスケ,タスケ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
あげよ,動詞,非自立,*,*,一段,未然ウ接続,あげる,アゲヨ,アゲヨ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
思ひ,動詞,自立,*,*,四段・ハ行,連用形,思ふ,オモヒ,オモイ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
けれども,接続詞,*,*,*,*,*,けれども,ケレドモ,ケレドモ
、,記号,読点,*,*,*,*,、,、,、
どうしても,副詞,一般,*,*,*,*,どうしても,ドウシテモ,ドーシテモ
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ゐる,動詞,自立,*,*,一段,基本形,ゐる,ヰル,イル
と,助詞,接続助詞,*,*,*,*,と,ト,ト
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
でき,動詞,自立,*,*,一段,未然形,できる,デキ,デキ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
子ども,名詞,一般,*,*,*,*,子ども,コドモ,コドモ
ら,名詞,接尾,一般,*,*,*,ら,ラ,ラ
ばかり,助詞,副助詞,*,*,*,*,ばかり,バカリ,バカリ
ボート,名詞,一般,*,*,*,*,ボート,ボート,ボート
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
はなし,動詞,自立,*,*,五段・サ行,連用形,はなす,ハナシ,ハナシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
やつ,名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
お母さん,名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
狂,名詞,サ変接続,*,*,*,*,狂,キョウ,キョー
氣,名詞,一般,*,*,*,*,氣,*,*
の,助詞,連体化,*,*,*,*,の,ノ,ノ
やう,名詞,非自立,助動詞語幹,*,*,*,やう,ヤウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
キス,名詞,サ変接続,*,*,*,*,キス,キス,キス
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
送り,動詞,自立,*,*,五段・ラ行,連用形,送る,オクリ,オクリ
、,記号,読点,*,*,*,*,、,、,、
お父さん,名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
かなしい,形容詞,自立,*,*,形容詞・イ段,基本形,かなしい,カナシイ,カナシイ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
ぢ,名詞,一般,*,*,*,*,ぢ,ヂ,ジ
つと,副詞,一般,*,*,*,*,つと,ツト,ツト
こら,感動詞,*,*,*,*,*,こら,コラ,コラ
へ,動詞,自立,*,*,一段,連用形,へる,ヘ,ヘ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
まつ,動詞,自立,*,*,五段・タ行,基本形,まつ,マツ,マツ
すぐ,副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
立つ,動詞,自立,*,*,五段・タ行,基本形,立つ,タツ,タツ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ゐる,動詞,自立,*,*,一段,基本形,ゐる,ヰル,イル
など,助詞,副助詞,*,*,*,*,など,ナド,ナド
、,記号,読点,*,*,*,*,、,、,、
とても,副詞,助詞類接続,*,*,*,*,とても,トテモ,トテモ
もう,副詞,一般,*,*,*,*,もう,モウ,モー
腸,名詞,一般,*,*,*,*,腸,チョウ,チョー
も,助詞,係助詞,*,*,*,*,も,モ,モ
ちぎれる,動詞,自立,*,*,一段,基本形,ちぎれる,チギレル,チギレル
やう,名詞,非自立,助動詞語幹,*,*,*,やう,ヤウ,ヨー
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
そのうち,副詞,一般,*,*,*,*,そのうち,ソノウチ,ソノウチ
船,名詞,一般,*,*,*,*,船,フネ,フネ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
もう,副詞,一般,*,*,*,*,もう,モウ,モー
ずんずん,副詞,一般,*,*,*,*,ずんずん,ズンズン,ズンズン
沈み,動詞,自立,*,*,五段・マ行,連用形,沈む,シズミ,シズミ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
、,記号,読点,*,*,*,*,、,、,、
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
たち,名詞,接尾,一般,*,*,*,たち,タチ,タチ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
かたま,動詞,自立,*,*,五段・ラ行,体言接続特殊２,かたまる,カタマ,カタマ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
もうす,動詞,自立,*,*,五段・サ行,基本形,もうす,モウス,モース
つかり,動詞,自立,*,*,五段・ラ行,連用形,つかる,ツカリ,ツカリ
覺,名詞,固有名詞,人名,名,*,*,覺,サトル,サトル
悟,名詞,固有名詞,人名,名,*,*,悟,サトル,サトル
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
この,連体詞,*,*,*,*,*,この,コノ,コノ
人,名詞,一般,*,*,*,*,人,ヒト,ヒト
たち,名詞,接尾,一般,*,*,*,たち,タチ,タチ
二,名詞,数,*,*,*,*,二,ニ,ニ
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
抱い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,抱く,ダイ,ダイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
浮べる,動詞,自立,*,*,一段,基本形,浮べる,ウカベル,ウカベル
だけ,助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
浮ば,動詞,自立,*,*,五段・バ行,未然形,浮ぶ,ウカバ,ウカバ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
船,名詞,一般,*,*,*,*,船,フネ,フネ
の,助詞,格助詞,一般,*,*,*,の,ノ,ノ
沈む,動詞,自立,*,*,五段・マ行,基本形,沈む,シズム,シズム
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
待つ,動詞,自立,*,*,五段・タ行,基本形,待つ,マツ,マツ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ゐ,動詞,自立,*,*,一段,連用形,ゐる,ヰ,イ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
誰,名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
投げ,動詞,自立,*,*,一段,連用形,投げる,ナゲ,ナゲ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
ライフヴイ,名詞,固有名詞,一般,*,*,*,ライフヴイ,*,*
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
一つ,名詞,一般,*,*,*,*,一つ,ヒトツ,ヒトツ
飛ん,動詞,自立,*,*,五段・バ行,連用タ接続,飛ぶ,トン,トン
で,助詞,接続助詞,*,*,*,*,で,デ,デ
來,名詞,一般,*,*,*,*,來,*,*
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
けれども,接続詞,*,*,*,*,*,けれども,ケレドモ,ケレドモ
滑,名詞,固有名詞,地域,一般,*,*,滑,ナメラ,ナメラ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
ず,助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
うつ,名詞,一般,*,*,*,*,うつ,ウツ,ウツ
と,助詞,並立助詞,*,*,*,*,と,ト,ト
向う,名詞,一般,*,*,*,*,向う,ムコウ,ムコー
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
行,名詞,一般,*,*,*,*,行,クダリ,クダリ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
しまひ,動詞,非自立,*,*,四段・ハ行,連用形,しまふ,シマヒ,シマイ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
一生けん命,名詞,副詞可能,*,*,*,*,一生けん命,イッショウケンメイ,イッショーケンメイ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
甲板,名詞,一般,*,*,*,*,甲板,カンパン,カンパン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
格子,名詞,一般,*,*,*,*,格子,コウシ,コーシ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なつ,名詞,固有名詞,人名,名,*,*,なつ,ナツ,ナツ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ところ,名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
はなし,動詞,自立,*,*,五段・サ行,連用形,はなす,ハナシ,ハナシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
三,名詞,数,*,*,*,*,三,サン,サン
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
つかり,動詞,自立,*,*,五段・ラ行,連用形,つかる,ツカリ,ツカリ
とりつき,動詞,自立,*,*,五段・カ行イ音便,連用形,とりつく,トリツキ,トリツキ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
どこ,名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
とも,助詞,接続助詞,*,*,*,*,とも,トモ,トモ
なく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク
讚美歌,名詞,一般,*,*,*,*,讚美歌,サンビカ,サンビカ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
聲,名詞,一般,*,*,*,*,聲,*,*
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
あがり,動詞,自立,*,*,五段・ラ行,連用形,あがる,アガリ,アガリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
たちまち,副詞,助詞類接続,*,*,*,*,たちまち,タチマチ,タチマチ
みんな,名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
いろいろ,名詞,形容動詞語幹,*,*,*,*,いろいろ,イロイロ,イロイロ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
國,名詞,一般,*,*,*,*,國,クニ,クニ
語,名詞,接尾,一般,*,*,*,語,ゴ,ゴ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
一,名詞,数,*,*,*,*,一,イチ,イチ
ぺん,名詞,接尾,助数詞,*,*,*,ぺん,ペン,ペン
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
歌,名詞,一般,*,*,*,*,歌,ウタ,ウタ
ひ,動詞,自立,*,*,一段,連用形,ひる,ヒ,ヒ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
とき,名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ
俄,名詞,形容動詞語幹,*,*,*,*,俄,ニワカ,ニワカ
